H1,W1,H2,W2,H3,W3,H4,W4,H5,W5,H6,W6,TO,T1,T2,T3,T4,T5,T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.50,154.00,42.50,154.00,42.50,154.00,42.50,154.00,42.50,154.00,42.50,154.00,24.60,24.60,24.60,24.60,24.60,24.60,24.60
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,42.59,154.00,24.83,24.83,24.83,24.83,24.83,24.83,24.83
